Q96B97	Q5T292	0.0	0.0	0.847060892043	0.667334669339
Q6ZUM4	P41236	1.0	1.0	0.664727446982	0
Q5HYK7	P60866	0.0	0.636363636364	0.640202455363	0.298597194389
Q6ZMT1	Q96FZ2	0.0	0.1	0.716914585839	0
A1X283	Q96HZ4	0.733333333333	1.0	0.478865953858	0.431865828092
O15034	O75094	0.0	0.818181818182	0.579757336669	0.306613226453
Q7Z6J0	Q969N4	0.0	0.916666666667	0.432439532751	0
O15117	Q96SU4	0.133333333333	0.8	0.540701036122	0.477379095164
Q9UQB8	O14649	0.0	0.117647058824	0.524507781358	0
Q9BRR9	P08861	0.0	0.538461538462	0.403019765716	0
Q96KQ4	Q8NA19	1.0	1.0	0.279304422771	0.308874912648
Q13588	A6NFU0	0.0	0.588235294118	0.541532027052	0
Q7Z6J0	P39059	1.0	0.705882352941	0.437599244411	0
Q96KQ4	Q4ZG55	0.0	0.6875	0.803793619354	0
Q15811	O94876	1.0	1.0	0.123007439589	0
O95153	P55327	0.0	1.0	0.553372844965	0
Q7Z6J0	Q8WWM9	0.0	0.666666666667	0.575378084974	0
Q13588	Q3I5F7	0.3	1.0	0.283390059545	0
P42681	P11279	0.0	0.615384615385	0.498465610397	0
Q9BX66	Q29980	0.0	0.615384615385	0.479294993175	0
Q9BRR9	Q86YE8	0.0	0.5	0.510451092058	0
Q9Y5K6	P0CK96	0.0	0.4	0.69311521947	0.399375975039
Q9Y371	Q99653	0.0	0.727272727273	0.543506911238	0.319292771711
P15498	O15551	0.0	0.2	0.751367703102	0
A7KAX9	Q8N1I0	0.75	1.0	0.731190221917	0
Q15811	Q14549	1.0	0.941176470588	0.343344300248	0
Q14247	Q86TA1	0.0	0.8	0.500079788456	0.122074882995
O43639	O14921	0.0	0.6	0.678604478325	0.0083857442348
O94875	Q9H706	1.0	0.818181818182	0.683998348328	0
P42684	Q13490	0.615384615385	1.0	0.240716386804	0.409853249476
Q5TCZ1	P82932	0.0	0.916666666667	0.329154154057	0
Q99961	Q92538	1.0	0.833333333333	0.016992483914	0.302262090484
P12931	O75530	0.0	0.75	0.294727836056	0
Q6ZMT1	Q6PCT2	0.0	0.642857142857	0.414911504313	0.391055642226
Q13470	Q969H6	0.0	0.1875	0.50683155264	0
A1A4S6	O95800	1.0	0.823529411765	0.606080424579	0
Q14247	Q02952	1.0	1.0	0.158655253931	0.367394695788
Q06187	O14894	0.538461538462	0.0	0.460630211217	0.473794549266
A1X283	Q9Y6W3	0.0	0.285714285714	0.656052845139	0
A6NJZ7	Q9BZP6	0.0	0.642857142857	0.610562619317	0
Q15811	Q13395	0.0	0.6875	0.635399095916	0.235569422777
Q6ZUM4	P17039	0.181818181818	0.636363636364	0.312613957227	0.335413416537
Q8TF42	O95777	0.0	0.294117647059	0.602205072726	0
Q08881	Q9Y6I9	0.0	0.3125	0.580554607012	0
Q9BY11	O15547	0.0	0.733333333333	0.516697505383	0
