Q96PU5	O00141	0.191439491079	0.586001379543	0.771336346021	0.552539997409	0.743366080554	2.66033210685
Q92905	Q13485	0.191439491079	0.297904749157	0.349661113929	0.726286585792	0.910783952787	0.0
O60934	P49959	0.81694468444	0.708610202036	0.683185760451	0.831476165747	0.982203225211	4.50810713473
P01344	P11717	0.289209631681	0.383022490539	0.0516206996679	0.558362595045	0.567300974762	4.64089232645
Q92888	Q14344	0.129717437635	0.316968933969	0.108559407569	0.515563481321	0.476178696096	2.12208460228
P12004	P24941	0.374943884798	0.575533251969	0.113264575631	0.881865464721	0.938411602276	1.9588303706
Q15543	P20226	0.679661867014	0.705404531698	0.281579282395	0.526320479619	None	3.63464216351
P55854	Q9HC62	0.579035616728	0.627136364776	0.113264575631	0.785111097779	0.827247370482	2.73773972993
Q96T23	O60264	0.929184537297	1.0	0.491990784897	0.880505205547	0.989654251038	2.69279799454
O95163	Q9H9T3	0.81694468444	0.705404531698	0.966660453582	0.836153538641	0.977320466097	0.0
Q92889	P07992	0.929184537297	1.0	0.928743295238	0.525262041054	0.835715621105	4.51586243061
P29353	P05067	0.185386444388	0.785078522621	0.508698006253	0.736572572099	0.254779970415	0.0
O14908	P49795	0.917973726089	0.267428737433	0.0516206996679	0.679035213601	0.301301657162	2.21642027605
Q13416	Q9Y5N6	1.0	0.435900627223	0.108559407569	0.742671317452	0.974391705141	2.23338357636
P11142	Q99933	0.185386444388	0.758891122721	0.0516206996679	0.710273224768	0.630001077812	0.0
P38398	P52701	0.38813705697	0.559280107071	0.647169542866	0.84100131009	0.655992336364	2.48512129709
P46527	P30281	0.304128422095	0.534943931184	0.24880721933	0.6343349644	0.595829304257	2.94634646353
P30304	P24941	0.191439491079	0.471191144827	0.113264575631	0.902049550565	None	3.00732967457
Q9Y297	P49427	0.191439491079	0.457683524165	1.0	0.62156908879	0.942258272857	2.0517229315
P19388	P19387	0.710544427614	0.705404531698	0.83351513171	0.883890314054	0.980378630954	4.69623024244
P50570	Q14247	0.759614562328	0.577205610989	0.0516206996679	0.76357953089	0.507493171742	1.29091945592
O00221	Q04864	0.185386444388	0.142079677533	0.0516206996679	0.793282290328	0.953267774544	3.91153901706
P04150	P48552	0.191439491079	0.50676342779	0.372876874192	0.822642376171	0.581788705222	4.66120993232
Q99873	Q07666	0.191439491079	0.16341796048	0.839307851948	0.822736782129	0.977152776536	0.0
P18847	P05412	0.191439491079	0.582392314024	1.0	0.936501157805	0.25600562295	3.96585254901
P06493	P14635	0.423593904781	1.0	0.69203364574	0.980805955249	None	3.32277498699
P61073	P51681	0.449892432675	0.697170888646	0.665062154753	0.801638293132	None	3.71261881668
Q9Y4Y9	Q9UK45	0.482779386833	0.817236693992	0.244817701945	0.902099918004	0.959348959831	0.0
P46100	Q9UER7	1.0	0.517505127367	0.491990784897	0.576309734361	0.973524241127	1.59184601202
P38936	P30281	0.746827604567	0.534943931184	0.324934946398	0.669165967431	None	2.94634646353
P15172	Q09472	0.422871886816	0.582392314024	0.561789285145	0.419016647408	0.365702793817	3.49765712238
P42261	Q12959	0.749289581732	0.322768602128	0.345516049415	0.384176900539	0.983655932222	5.61347203858
Q92466	Q16531	1.0	1.0	0.647169542866	0.725677465663	0.900969711205	3.46553194199
P16234	Q9NRA1	0.332772123962	0.655201532926	1.0	0.769343954727	None	4.79225547191
P36873	Q12972	0.507087708384	0.214378481146	0.325514929288	0.931693699369	0.908852744665	2.18906118854
O75676	Q16539	0.191439491079	0.452540061751	0.374035868369	0.605490466141	0.882337299956	3.36571113486
P50542	Q92968	0.813787805743	1.0	0.0516206996679	0.748472731126	0.980961497703	1.10997112647
P43487	P62826	0.392853207362	0.318729374023	0.0516206996679	0.953492088125	0.959206319083	2.34585911769
Q13309	Q9H211	0.191439491079	0.433788688258	0.0516206996679	0.876994918209	0.74067278065	1.77300535106
Q9Y2X7	Q15052	0.282872737094	0.561690261868	0.466447708547	0.529288419848	0.863096941071	1.78481588465
Q06787	P51116	0.776912840973	0.555955787178	0.545882384953	0.477351335652	0.97911924222	4.77032086486
P10747	P42081	0.449892432675	0.916013074052	0.657443729633	0.863482665135	None	3.87554437318
Q5XPI4	Q9BSL1	0.057594032682	0.384668852292	0.0187331584839	0.888142426744	0.845960762273	1.11147387966
P25788	P25787	1.0	1.0	1.0	0.955981515708	0.985815386106	4.44036387265
P60520	Q9Y4P1	0.185386444388	1.0	0.0516206996679	0.661543690091	0.564367624252	0.0
O43255	P63279	0.379275355027	0.384668852292	1.0	0.659560828394	None	2.65515434088
Q99816	O14964	0.645922686483	0.744432784011	0.0516206996679	0.688852231118	0.925749658656	4.57206501737
P22681	Q9H6Q3	0.129717437635	0.280030906129	0.0516206996679	0.585059049778	None	4.18073051815
P62333	P62195	0.726781098831	1.0	0.379542281069	0.873813577699	0.988755895469	3.28827072797
P52798	P54764	0.255605371999	0.533832052099	0.942103720521	0.57702341163	None	5.6585624728
O43924	Q15382	0.24721271488	0.289655371784	0.24880721933	0.858841665901	0.860235590693	3.11754273056
Q9Y5S9	Q96A72	0.69394066219	0.538573079205	0.297026619547	0.852054875184	0.988547825702	2.66124116785
Q9HC52	Q99496	0.802993583931	0.627136364776	0.543726781028	0.588636555125	0.966291657543	3.24813164879
P35998	P62191	0.726781098831	1.0	0.379542281069	0.913800662178	0.985733142758	3.28827072797
P29350	P43405	0.874108706376	0.833714046282	0.372876874192	0.903535154066	0.982067138291	4.17558655898
P19838	P25963	0.862256989933	0.916013074052	0.839307851948	0.873212276572	0.957412886128	4.25207335243
Q16594	P49848	0.874108706376	0.705404531698	1.0	0.556653229835	0.980073827617	3.26453463269
P28562	P28482	0.100443781596	0.49569229134	0.113264575631	0.6947390281	None	3.52277610976
Q9Y5K6	P22681	0.151772715712	0.217189528539	0.512212936489	0.400412874905	0.919027197782	3.49294803648
O43660	Q99459	0.786044504834	0.429690623682	0.0516206996679	0.862940610298	0.987029626459	1.07036575787
P33897	P40855	0.813787805743	0.799867395662	0.24880721933	0.601956672892	0.963456361043	0.0
P08069	P35568	0.565951987115	0.789434493175	0.669094110528	0.756216592198	0.630719083587	3.39117689033
Q8NEZ2	Q99816	0.83462462316	0.792247531214	0.0516206996679	0.827240247326	0.947063070675	1.21004311927
P22607	P05230	0.139677508839	0.916013074052	0.208582923633	0.661529668064	0.318297778111	3.83568525385
O75376	O15379	0.797815784796	0.878960394015	0.670278162725	0.752663923019	0.974045720679	2.8670628202
P26992	P26441	0.289209631681	0.834472829544	0.257432963616	0.47732133163	0.366270629207	3.78114647462
P35916	P29353	0.151772715712	0.412423622936	0.490532580383	0.665610985993	0.321935512966	4.11852427781
Q01094	P06400	0.858369074593	0.955097780533	0.500403049442	0.478976592594	0.569080469231	4.37681786295
Q99728	Q05048	0.191439491079	0.501785949376	0.244817701945	0.863672000195	0.213379798947	2.72325872259
P06730	O43432	0.775520294288	0.427307942287	0.858694313932	0.765567899611	0.93195716132	4.42135983956
P01130	Q8NBP7	0.461808655575	0.763003724303	0.721607850292	0.780774335433	None	5.19047555535
Q15796	Q13485	0.887760147144	0.882234316644	1.0	0.936200976976	0.932268074479	1.58149696024
P63208	Q9UKC9	0.735014152343	0.686877523753	0.543726781028	0.65686762868	0.819530404333	4.19237566988
Q8WTW3	Q9H9E3	0.737951649154	0.588749747856	0.0516206996679	0.782235235708	0.982777665196	0.0
P13861	P24588	0.185386444388	0.577637306622	0.819644100582	0.655997816853	None	3.51276588428
Q96AY2	Q96NY9	0.331502989505	0.857422655921	0.455323996243	0.715454436956	None	4.16252378528
Q13616	Q13309	0.735014152343	0.511994104807	0.0516206996679	0.810197323053	0.480726061112	4.07962555628
Q16514	P20226	0.679661867014	0.705404531698	0.365324326482	0.745557157556	0.972677213595	2.59501419865
P22626	P14866	0.33564169504	0.392366587105	0.297026619547	0.836687105303	0.9651719683	2.15882811341
P60953	P27986	0.3964000162	1.0	0.257432963616	0.7768578811	0.918010958616	3.10930529108
P10636	P37840	0.546215902415	0.691895485464	0.524863344738	0.701764405632	0.882932461074	0.0
P11802	P06400	0.422871886816	0.606232603224	0.108559407569	0.594471645238	0.857974405891	1.2778893858
Q15438	P05107	0.129717437635	0.256352388407	0.0516206996679	0.904767974261	0.820395217524	-0.289946749153
P42768	Q06187	0.185386444388	0.87454084864	0.839307851948	0.913167647138	0.925399620089	4.21346992814
Q15843	Q9Y5A7	0.100443781596	0.369363638325	0.0516206996679	0.630780060547	0.474338106223	3.28722130623
O43809	Q16630	0.945833202502	0.628624987512	0.545882384953	0.926103551477	0.966221033291	2.12589010387
Q9Y4K3	Q9Y6Q6	0.387881324379	0.671236347669	0.145221161737	0.671940738963	None	3.05514579542
Q15796	Q9HAU4	0.191439491079	0.561592694471	0.75147079232	0.83448559214	0.761787853142	4.09253667291
Q9UHD2	A7MCY6	None	0.280312552532	0.0516206996679	0.474542114309	0.915661758555	1.90882397285
P56524	O15379	0.797815784796	1.0	1.0	0.665798889645	0.956761669793	3.54803442079
Q09472	P40763	0.191439491079	0.476118928704	0.606461971297	0.840473232806	0.833487380935	3.3135920525
Q13485	P63279	0.38813705697	0.330740714642	0.365324326482	0.781579449813	0.900497028503	0.0
Q15303	Q02297	0.139677508839	0.916013074052	0.257432963616	0.773420541709	0.387570994527	5.4706645095
P33991	Q14566	0.812560604411	0.763184157504	0.683185760451	0.959986463381	0.992414509694	2.22663569541
Q99613	Q9UBQ5	1.0	0.697170888646	0.595801662123	0.574943041843	0.937132159403	4.26747365763
Q13772	P10275	0.100443781596	0.575533251969	0.257432963616	0.548494764917	None	3.10795261386
P63208	Q9UKT7	0.735014152343	0.686877523753	0.543726781028	0.812899369089	0.460126337968	3.67301530646
P60510	Q9NY27	0.899252574766	0.769717446444	0.0516206996679	0.731149191952	0.970055384859	0.0
P13984	P35269	0.929184537297	0.705404531698	0.198933325764	0.707728123828	0.979548179889	0.720060800212
P62258	Q04917	0.414192693104	0.8050057337	1.0	0.828563403391	0.985802860968	0.0
Q96GD4	Q9H0H5	0.837676786462	1.0	0.145221161737	0.943395929292	0.306526989428	2.81377318918
P45985	P45983	0.185386444388	0.916013074052	0.374035868369	0.809188440864	0.969357008164	3.02170335247
O43290	Q9BZL1	0.100443781596	0.392366587105	0.0516206996679	0.701393350782	0.936738787986	0.0
P25791	Q86U70	0.422871886816	0.799867395662	1.0	0.575729214816	None	0.0
